X0 X1 X2
X120 X241 X242
X121 X243 X244
X122 X245 X246
X123 X247 X248
X124 X249 X250
X125 X251 X252
X126 X253 X254
X127 X255 X256
X128 X257 X258
X129 X259 X260
X130 X261 X262
X131 X263 X264
X132 X265 X266
X133 X267 X268
X134 X269 X270
X135 X271 X272
X136 X273 X274
X137 X275 X276
X138 X277 X278
X139 X279 X280
X140 X281 X282
X141 X283 X284
X142 X285 X286
X143 X287 X288
X144 X289 X290
X145 X291 X292
X146 X293 X294
X147 X295 X296
X148 X297 X298
X149 X299 X300
X150 X301 X302
X151 X303 X304
X152 X305 X306
X153 X307 X308
X154 X309 X310
X155 X311 X312
X156 X313 X314
X157 X315 X316
X158 X317 X318
X159 X319 X320
X160 X321 X322
X161 X323 X324
X162 X325 X326
X163 X327 X328
X164 X329 X330
X165 X331 X332
X166 X333 X334
X167 X335 X336
X168 X337 X338
X169 X339 X340
X170 X341 X342
X171 X343 X344
X172 X345 X346
X173 X347 X348
X174 X349 X350
X175 X351 X352
X176 X353 X354
X177 X355 X356
X178 X357 X358
X179 X359 X360
X180 X361 X362
X181 X363 X364
X182 X365 X366
X183 X367 X368
X184 X369 X370
X185 X371 X372
X186 X373 X374
X187 X375 X376
X188 X377 X378
X189 X379 X380
X190 X381 X382
X191 X383 X384
X192 X385 X386
X193 X387 X388
X194 X389 X390
X195 X391 X392
X196 X393 X394
X197 X395 X396
X198 X397 X398
X199 X399 X400
X200 X401 X402
X201 X403 X404
X202 X405 X406
X203 X407 X408
X204 X409 X410
X205 X411 X412
X206 X413 X414
X207 X415 X416
X208 X417 X418
X209 X419 X420
X210 X421 X422
X211 X423 X424
X212 X425 X426
X213 X427 X428
X214 X429 X430
X215 X431 X432
X216 X433 X434
X217 X435 X436
X218 X437 X438
X219 X439 X440
X220 X441 X442
X221 X443 X444
X222 X445 X446
X223 X447 X448
X224 X449 X450
X225 X451 X452
X226 X453 X454
X227 X455 X456
X228 X457 X458
X229 X459 X460
X230 X461 X462
X231 X463 X464
X232 X465 X466
X233 X467 X468
X234 X469 X470
X235 X471 X472
X236 X473 X474
X237 X475 X476
X238 X477 X478
X239 X479 X480
X240 X481 X482
X241 X483 X484
X242 X485 X486
X243 X487 X488
X244 X489 X490
X245 X491 X492
X246 X493 X494
X247 X495 X496
X248 X497 X498
X249 X499 X500
X250 X501 X502
X251 X503 X504
X252 X505 X506
X253 X507 X508
X254 X509 X510
X255 26 29
X256 28 31
X257 30 31
X258 33 35
X259 30 30
X260 32 32
X261 32 35
X262 33 35
X263 30 30
X264 31 36
X265 33 35
X266 36 39
X267 28 33
X268 32 37
X269 32 33
X270 36 39
X271 31 31
X272 33 38
X273 34 39
X274 36 40
X275 30 35
X276 31 35
X277 34 38
X278 40 42
X279 36 38
X280 36 38
X281 36 39
X282 40 44
X283 38 40
X284 39 39
X285 40 45
X286 42 46
X287 29 33
X288 32 37
X289 33 35
X290 33 38
X291 35 39
X292 39 40
X293 37 38
X294 39 45
X295 31 33
X296 32 33
X297 35 35
X298 39 41
X299 35 37
X300 40 43
X301 37 42
X302 40 41
X303 33 35
X304 36 38
X305 32 37
X306 37 37
X307 36 41
X308 39 44
X309 36 39
X310 40 47
X311 37 39
X312 36 43
X313 39 41
X314 43 43
X315 41 41
X316 40 43
X317 46 47
X318 46 52
X319 30 33
X320 34 35
X321 34 34
X322 36 39
X323 34 39
X324 35 40
X325 39 40
X326 41 42
X327 31 33
X328 34 37
X329 36 39
X330 39 41
X331 34 39
X332 36 38
X333 34 36
X334 38 40
X335 34 35
X336 33 38
X337 33 37
X338 34 39
X339 32 34
X340 34 38
X341 35 39
X342 40 42
X343 32 36
X344 39 40
X345 39 40
X346 43 47
X347 40 44
X348 42 45
X349 40 43
X350 44 44
X351 36 37
X352 36 41
X353 36 41
X354 37 43
X355 37 40
X356 37 41
X357 37 42
X358 40 41
X359 38 39
X360 36 41
X361 39 42
X362 44 48
X363 36 38
X364 39 46
X365 42 47
X366 44 46
X367 35 36
X368 41 41
X369 42 43
X370 41 45
X371 37 40
X372 44 44
X373 38 42
X374 42 46
X375 38 39
X376 43 47
X377 41 48
X378 45 48
X379 45 45
X380 49 51
X381 44 50
X382 53 55
X383 38 38
X384 39 39
X385 39 44
X386 41 42
X387 36 38
X388 39 40
X389 39 44
X390 40 45
X391 35 38
X392 41 45
X393 40 41
X394 39 44
X395 34 38
X396 40 43
X397 39 43
X398 43 46
X399 38 43
X400 40 43
X401 39 42
X402 42 46
X403 43 45
X404 47 50
X405 44 46
X406 47 51
X407 36 41
X408 39 45
X409 40 40
X410 44 49
X411 43 43
X412 44 46
X413 48 49
X414 49 53
X415 38 38
X416 40 41
X417 37 40
X418 40 45
X419 42 42
X420 40 44
X421 43 48
X422 51 53
X423 42 45
X424 44 45
X425 41 43
X426 43 49
X427 38 41
X428 42 47
X429 47 50
X430 47 51
X431 41 45
X432 43 45
X433 43 45
X434 45 45
X435 42 43
X436 42 47
X437 41 43
X438 48 49
X439 39 43
X440 45 45
X441 44 46
X442 42 48
X443 39 44
X444 44 45
X445 42 46
X446 47 51
X447 34 37
X448 40 42
X449 36 38
X450 41 43
X451 39 39
X452 40 42
X453 38 42
X454 40 43
X455 35 38
X456 36 37
X457 39 43
X458 42 43
X459 35 39
X460 39 44
X461 39 41
X462 40 47
X463 36 41
X464 42 42
X465 42 42
X466 46 52
X467 45 46
X468 48 51
X469 46 53
X470 46 53
X471 41 41
X472 43 47
X473 43 44
X474 47 50
X475 45 46
X476 46 47
X477 44 49
X478 49 51
X479 38 40
X480 41 42
X481 39 41
X482 40 43
X483 42 46
X484 42 49
X485 47 47
X486 47 48
X487 43 47
X488 43 49
X489 47 48
X490 48 51
X491 43 45
X492 47 53
X493 49 53
X494 48 56
X495 42 49
X496 45 52
X497 45 52
X498 53 58
X499 46 51
X500 52 53
X501 46 52
X502 57 58
X503 45 50
X504 51 58
X505 53 55
X506 56 62
X507 50 50
X508 52 54
X509 57 58
X510 59 63
