X0 X1 X2
X120 X241 X242
X121 X243 X244
X122 X245 X246
X123 X247 X248
X124 X249 X250
X125 X251 X252
X126 X253 X254
X127 X255 X256
X128 X257 X258
X129 X259 X260
X130 X261 X262
X131 X263 X264
X132 X265 X266
X133 X267 X268
X134 X269 X270
X135 X271 X272
X136 X273 X274
X137 X275 X276
X138 X277 X278
X139 X279 X280
X140 X281 X282
X141 X283 X284
X142 X285 X286
X143 X287 X288
X144 X289 X290
X145 X291 X292
X146 X293 X294
X147 X295 X296
X148 X297 X298
X149 X299 X300
X150 X301 X302
X151 X303 X304
X152 X305 X306
X153 X307 X308
X154 X309 X310
X155 X311 X312
X156 X313 X314
X157 X315 X316
X158 X317 X318
X159 X319 X320
X160 X321 X322
X161 X323 X324
X162 X325 X326
X163 X327 X328
X164 X329 X330
X165 X331 X332
X166 X333 X334
X167 X335 X336
X168 X337 X338
X169 X339 X340
X170 X341 X342
X171 X343 X344
X172 X345 X346
X173 X347 X348
X174 X349 X350
X175 X351 X352
X176 X353 X354
X177 X355 X356
X178 X357 X358
X179 X359 X360
X180 X361 X362
X181 X363 X364
X182 X365 X366
X183 X367 X368
X184 X369 X370
X185 X371 X372
X186 X373 X374
X187 X375 X376
X188 X377 X378
X189 X379 X380
X190 X381 X382
X191 X383 X384
X192 X385 X386
X193 X387 X388
X194 X389 X390
X195 X391 X392
X196 X393 X394
X197 X395 X396
X198 X397 X398
X199 X399 X400
X200 X401 X402
X201 X403 X404
X202 X405 X406
X203 X407 X408
X204 X409 X410
X205 X411 X412
X206 X413 X414
X207 X415 X416
X208 X417 X418
X209 X419 X420
X210 X421 X422
X211 X423 X424
X212 X425 X426
X213 X427 X428
X214 X429 X430
X215 X431 X432
X216 X433 X434
X217 X435 X436
X218 X437 X438
X219 X439 X440
X220 X441 X442
X221 X443 X444
X222 X445 X446
X223 X447 X448
X224 X449 X450
X225 X451 X452
X226 X453 X454
X227 X455 X456
X228 X457 X458
X229 X459 X460
X230 X461 X462
X231 X463 X464
X232 X465 X466
X233 X467 X468
X234 X469 X470
X235 X471 X472
X236 X473 X474
X237 X475 X476
X238 X477 X478
X239 X479 X480
X240 X481 X482
X241 X483 X484
X242 X485 X486
X243 X487 X488
X244 X489 X490
X245 X491 X492
X246 X493 X494
X247 X495 X496
X248 X497 X498
X249 X499 X500
X250 X501 X502
X251 X503 X504
X252 X505 X506
X253 X507 X508
X254 X509 X510
X255 X511 X512
X256 X513 X514
X257 X515 X516
X258 X517 X518
X259 X519 X520
X260 X521 X522
X261 X523 X524
X262 X525 X526
X263 X527 X528
X264 X529 X530
X265 X531 X532
X266 X533 X534
X267 X535 X536
X268 X537 X538
X269 X539 X540
X270 X541 X542
X271 X543 X544
X272 X545 X546
X273 X547 X548
X274 X549 X550
X275 X551 X552
X276 X553 X554
X277 X555 X556
X278 X557 X558
X279 X559 X560
X280 X561 X562
X281 X563 X564
X282 X565 X566
X283 X567 X568
X284 X569 X570
X285 X571 X572
X286 X573 X574
X287 X575 X576
X288 X577 X578
X289 X579 X580
X290 X581 X582
X291 X583 X584
X292 X585 X586
X293 X587 X588
X294 X589 X590
X295 X591 X592
X296 X593 X594
X297 X595 X596
X298 X597 X598
X299 X599 X600
X300 X601 X602
X301 X603 X604
X302 X605 X606
X303 X607 X608
X304 X609 X610
X305 X611 X612
X306 X613 X614
X307 X615 X616
X308 X617 X618
X309 X619 X620
X310 X621 X622
X311 X623 X624
X312 X625 X626
X313 X627 X628
X314 X629 X630
X315 X631 X632
X316 X633 X634
X317 X635 X636
X318 X637 X638
X319 X639 X640
X320 X641 X642
X321 X643 X644
X322 X645 X646
X323 X647 X648
X324 X649 X650
X325 X651 X652
X326 X653 X654
X327 X655 X656
X328 X657 X658
X329 X659 X660
X330 X661 X662
X331 X663 X664
X332 X665 X666
X333 X667 X668
X334 X669 X670
X335 X671 X672
X336 X673 X674
X337 X675 X676
X338 X677 X678
X339 X679 X680
X340 X681 X682
X341 X683 X684
X342 X685 X686
X343 X687 X688
X344 X689 X690
X345 X691 X692
X346 X693 X694
X347 X695 X696
X348 X697 X698
X349 X699 X700
X350 X701 X702
X351 X703 X704
X352 X705 X706
X353 X707 X708
X354 X709 X710
X355 X711 X712
X356 X713 X714
X357 X715 X716
X358 X717 X718
X359 X719 X720
X360 X721 X722
X361 X723 X724
X362 X725 X726
X363 X727 X728
X364 X729 X730
X365 X731 X732
X366 X733 X734
X367 X735 X736
X368 X737 X738
X369 X739 X740
X370 X741 X742
X371 X743 X744
X372 X745 X746
X373 X747 X748
X374 X749 X750
X375 X751 X752
X376 X753 X754
X377 X755 X756
X378 X757 X758
X379 X759 X760
X380 X761 X762
X381 X763 X764
X382 X765 X766
X383 X767 X768
X384 X769 X770
X385 X771 X772
X386 X773 X774
X387 X775 X776
X388 X777 X778
X389 X779 X780
X390 X781 X782
X391 X783 X784
X392 X785 X786
X393 X787 X788
X394 X789 X790
X395 X791 X792
X396 X793 X794
X397 X795 X796
X398 X797 X798
X399 X799 X800
X400 X801 X802
X401 X803 X804
X402 X805 X806
X403 X807 X808
X404 X809 X810
X405 X811 X812
X406 X813 X814
X407 X815 X816
X408 X817 X818
X409 X819 X820
X410 X821 X822
X411 X823 X824
X412 X825 X826
X413 X827 X828
X414 X829 X830
X415 X831 X832
X416 X833 X834
X417 X835 X836
X418 X837 X838
X419 X839 X840
X420 X841 X842
X421 X843 X844
X422 X845 X846
X423 X847 X848
X424 X849 X850
X425 X851 X852
X426 X853 X854
X427 X855 X856
X428 X857 X858
X429 X859 X860
X430 X861 X862
X431 X863 X864
X432 X865 X866
X433 X867 X868
X434 X869 X870
X435 X871 X872
X436 X873 X874
X437 X875 X876
X438 X877 X878
X439 X879 X880
X440 X881 X882
X441 X883 X884
X442 X885 X886
X443 X887 X888
X444 X889 X890
X445 X891 X892
X446 X893 X894
X447 X895 X896
X448 X897 X898
X449 X899 X900
X450 X901 X902
X451 X903 X904
X452 X905 X906
X453 X907 X908
X454 X909 X910
X455 X911 X912
X456 X913 X914
X457 X915 X916
X458 X917 X918
X459 X919 X920
X460 X921 X922
X461 X923 X924
X462 X925 X926
X463 X927 X928
X464 X929 X930
X465 X931 X932
X466 X933 X934
X467 X935 X936
X468 X937 X938
X469 X939 X940
X470 X941 X942
X471 X943 X944
X472 X945 X946
X473 X947 X948
X474 X949 X950
X475 X951 X952
X476 X953 X954
X477 X955 X956
X478 X957 X958
X479 X959 X960
X480 X961 X962
X481 X963 X964
X482 X965 X966
X483 X967 X968
X484 X969 X970
X485 X971 X972
X486 X973 X974
X487 X975 X976
X488 X977 X978
X489 X979 X980
X490 X981 X982
X491 X983 X984
X492 X985 X986
X493 X987 X988
X494 X989 X990
X495 X991 X992
X496 X993 X994
X497 X995 X996
X498 X997 X998
X499 X999 X1000
X500 X1001 X1002
X501 X1003 X1004
X502 X1005 X1006
X503 X1007 X1008
X504 X1009 X1010
X505 X1011 X1012
X506 X1013 X1014
X507 X1015 X1016
X508 X1017 X1018
X509 X1019 X1020
X510 X1021 X1022
X511 X1023 X1024
X512 X1025 X1026
X513 X1027 X1028
X514 X1029 X1030
X515 X1031 X1032
X516 X1033 X1034
X517 X1035 X1036
X518 X1037 X1038
X519 X1039 X1040
X520 X1041 X1042
X521 X1043 X1044
X522 X1045 X1046
X523 X1047 X1048
X524 X1049 X1050
X525 X1051 X1052
X526 X1053 X1054
X527 X1055 X1056
X528 X1057 X1058
X529 X1059 X1060
X530 X1061 X1062
X531 X1063 X1064
X532 X1065 X1066
X533 X1067 X1068
X534 X1069 X1070
X535 X1071 X1072
X536 X1073 X1074
X537 X1075 X1076
X538 X1077 X1078
X539 X1079 X1080
X540 X1081 X1082
X541 X1083 X1084
X542 X1085 X1086
X543 X1087 X1088
X544 X1089 X1090
X545 X1091 X1092
X546 X1093 X1094
X547 X1095 X1096
X548 X1097 X1098
X549 X1099 X1100
X550 X1101 X1102
X551 X1103 X1104
X552 X1105 X1106
X553 X1107 X1108
X554 X1109 X1110
X555 X1111 X1112
X556 X1113 X1114
X557 X1115 X1116
X558 X1117 X1118
X559 X1119 X1120
X560 X1121 X1122
X561 X1123 X1124
X562 X1125 X1126
X563 X1127 X1128
X564 X1129 X1130
X565 X1131 X1132
X566 X1133 X1134
X567 X1135 X1136
X568 X1137 X1138
X569 X1139 X1140
X570 X1141 X1142
X571 X1143 X1144
X572 X1145 X1146
X573 X1147 X1148
X574 X1149 X1150
X575 X1151 X1152
X576 X1153 X1154
X577 X1155 X1156
X578 X1157 X1158
X579 X1159 X1160
X580 X1161 X1162
X581 X1163 X1164
X582 X1165 X1166
X583 X1167 X1168
X584 X1169 X1170
X585 X1171 X1172
X586 X1173 X1174
X587 X1175 X1176
X588 X1177 X1178
X589 X1179 X1180
X590 X1181 X1182
X591 X1183 X1184
X592 X1185 X1186
X593 X1187 X1188
X594 X1189 X1190
X595 X1191 X1192
X596 X1193 X1194
X597 X1195 X1196
X598 X1197 X1198
X599 X1199 X1200
X600 X1201 X1202
X601 X1203 X1204
X602 X1205 X1206
X603 X1207 X1208
X604 X1209 X1210
X605 X1211 X1212
X606 X1213 X1214
X607 X1215 X1216
X608 X1217 X1218
X609 X1219 X1220
X610 X1221 X1222
X611 X1223 X1224
X612 X1225 X1226
X613 X1227 X1228
X614 X1229 X1230
X615 X1231 X1232
X616 X1233 X1234
X617 X1235 X1236
X618 X1237 X1238
X619 X1239 X1240
X620 X1241 X1242
X621 X1243 X1244
X622 X1245 X1246
X623 X1247 X1248
X624 X1249 X1250
X625 X1251 X1252
X626 X1253 X1254
X627 X1255 X1256
X628 X1257 X1258
X629 X1259 X1260
X630 X1261 X1262
X631 X1263 X1264
X632 X1265 X1266
X633 X1267 X1268
X634 X1269 X1270
X635 X1271 X1272
X636 X1273 X1274
X637 X1275 X1276
X638 X1277 X1278
X639 X1279 X1280
X640 X1281 X1282
X641 X1283 X1284
X642 X1285 X1286
X643 X1287 X1288
X644 X1289 X1290
X645 X1291 X1292
X646 X1293 X1294
X647 X1295 X1296
X648 X1297 X1298
X649 X1299 X1300
X650 X1301 X1302
X651 X1303 X1304
X652 X1305 X1306
X653 X1307 X1308
X654 X1309 X1310
X655 X1311 X1312
X656 X1313 X1314
X657 X1315 X1316
X658 X1317 X1318
X659 X1319 X1320
X660 X1321 X1322
X661 X1323 X1324
X662 X1325 X1326
X663 X1327 X1328
X664 X1329 X1330
X665 X1331 X1332
X666 X1333 X1334
X667 X1335 X1336
X668 X1337 X1338
X669 X1339 X1340
X670 X1341 X1342
X671 X1343 X1344
X672 X1345 X1346
X673 X1347 X1348
X674 X1349 X1350
X675 X1351 X1352
X676 X1353 X1354
X677 X1355 X1356
X678 X1357 X1358
X679 X1359 X1360
X680 X1361 X1362
X681 X1363 X1364
X682 X1365 X1366
X683 X1367 X1368
X684 X1369 X1370
X685 X1371 X1372
X686 X1373 X1374
X687 X1375 X1376
X688 X1377 X1378
X689 X1379 X1380
X690 X1381 X1382
X691 X1383 X1384
X692 X1385 X1386
X693 X1387 X1388
X694 X1389 X1390
X695 X1391 X1392
X696 X1393 X1394
X697 X1395 X1396
X698 X1397 X1398
X699 X1399 X1400
X700 X1401 X1402
X701 X1403 X1404
X702 X1405 X1406
X703 X1407 X1408
X704 X1409 X1410
X705 X1411 X1412
X706 X1413 X1414
X707 X1415 X1416
X708 X1417 X1418
X709 X1419 X1420
X710 X1421 X1422
X711 X1423 X1424
X712 X1425 X1426
X713 X1427 X1428
X714 X1429 X1430
X715 X1431 X1432
X716 X1433 X1434
X717 X1435 X1436
X718 X1437 X1438
X719 X1439 X1440
X720 X1441 X1442
X721 X1443 X1444
X722 X1445 X1446
X723 X1447 X1448
X724 X1449 X1450
X725 X1451 X1452
X726 X1453 X1454
X727 X1455 X1456
X728 X1457 X1458
X729 X1459 X1460
X730 X1461 X1462
X731 X1463 X1464
X732 X1465 X1466
X733 X1467 X1468
X734 X1469 X1470
X735 X1471 X1472
X736 X1473 X1474
X737 X1475 X1476
X738 X1477 X1478
X739 X1479 X1480
X740 X1481 X1482
X741 X1483 X1484
X742 X1485 X1486
X743 X1487 X1488
X744 X1489 X1490
X745 X1491 X1492
X746 X1493 X1494
X747 X1495 X1496
X748 X1497 X1498
X749 X1499 X1500
X750 X1501 X1502
X751 X1503 X1504
X752 X1505 X1506
X753 X1507 X1508
X754 X1509 X1510
X755 X1511 X1512
X756 X1513 X1514
X757 X1515 X1516
X758 X1517 X1518
X759 X1519 X1520
X760 X1521 X1522
X761 X1523 X1524
X762 X1525 X1526
X763 X1527 X1528
X764 X1529 X1530
X765 X1531 X1532
X766 X1533 X1534
X767 X1535 X1536
X768 X1537 X1538
X769 X1539 X1540
X770 X1541 X1542
X771 X1543 X1544
X772 X1545 X1546
X773 X1547 X1548
X774 X1549 X1550
X775 X1551 X1552
X776 X1553 X1554
X777 X1555 X1556
X778 X1557 X1558
X779 X1559 X1560
X780 X1561 X1562
X781 X1563 X1564
X782 X1565 X1566
X783 X1567 X1568
X784 X1569 X1570
X785 X1571 X1572
X786 X1573 X1574
X787 X1575 X1576
X788 X1577 X1578
X789 X1579 X1580
X790 X1581 X1582
X791 X1583 X1584
X792 X1585 X1586
X793 X1587 X1588
X794 X1589 X1590
X795 X1591 X1592
X796 X1593 X1594
X797 X1595 X1596
X798 X1597 X1598
X799 X1599 X1600
X800 X1601 X1602
X801 X1603 X1604
X802 X1605 X1606
X803 X1607 X1608
X804 X1609 X1610
X805 X1611 X1612
X806 X1613 X1614
X807 X1615 X1616
X808 X1617 X1618
X809 X1619 X1620
X810 X1621 X1622
X811 X1623 X1624
X812 X1625 X1626
X813 X1627 X1628
X814 X1629 X1630
X815 X1631 X1632
X816 X1633 X1634
X817 X1635 X1636
X818 X1637 X1638
X819 X1639 X1640
X820 X1641 X1642
X821 X1643 X1644
X822 X1645 X1646
X823 X1647 X1648
X824 X1649 X1650
X825 X1651 X1652
X826 X1653 X1654
X827 X1655 X1656
X828 X1657 X1658
X829 X1659 X1660
X830 X1661 X1662
X831 X1663 X1664
X832 X1665 X1666
X833 X1667 X1668
X834 X1669 X1670
X835 X1671 X1672
X836 X1673 X1674
X837 X1675 X1676
X838 X1677 X1678
X839 X1679 X1680
X840 X1681 X1682
X841 X1683 X1684
X842 X1685 X1686
X843 X1687 X1688
X844 X1689 X1690
X845 X1691 X1692
X846 X1693 X1694
X847 X1695 X1696
X848 X1697 X1698
X849 X1699 X1700
X850 X1701 X1702
X851 X1703 X1704
X852 X1705 X1706
X853 X1707 X1708
X854 X1709 X1710
X855 X1711 X1712
X856 X1713 X1714
X857 X1715 X1716
X858 X1717 X1718
X859 X1719 X1720
X860 X1721 X1722
X861 X1723 X1724
X862 X1725 X1726
X863 X1727 X1728
X864 X1729 X1730
X865 X1731 X1732
X866 X1733 X1734
X867 X1735 X1736
X868 X1737 X1738
X869 X1739 X1740
X870 X1741 X1742
X871 X1743 X1744
X872 X1745 X1746
X873 X1747 X1748
X874 X1749 X1750
X875 X1751 X1752
X876 X1753 X1754
X877 X1755 X1756
X878 X1757 X1758
X879 X1759 X1760
X880 X1761 X1762
X881 X1763 X1764
X882 X1765 X1766
X883 X1767 X1768
X884 X1769 X1770
X885 X1771 X1772
X886 X1773 X1774
X887 X1775 X1776
X888 X1777 X1778
X889 X1779 X1780
X890 X1781 X1782
X891 X1783 X1784
X892 X1785 X1786
X893 X1787 X1788
X894 X1789 X1790
X895 X1791 X1792
X896 X1793 X1794
X897 X1795 X1796
X898 X1797 X1798
X899 X1799 X1800
X900 X1801 X1802
X901 X1803 X1804
X902 X1805 X1806
X903 X1807 X1808
X904 X1809 X1810
X905 X1811 X1812
X906 X1813 X1814
X907 X1815 X1816
X908 X1817 X1818
X909 X1819 X1820
X910 X1821 X1822
X911 X1823 X1824
X912 X1825 X1826
X913 X1827 X1828
X914 X1829 X1830
X915 X1831 X1832
X916 X1833 X1834
X917 X1835 X1836
X918 X1837 X1838
X919 X1839 X1840
X920 X1841 X1842
X921 X1843 X1844
X922 X1845 X1846
X923 X1847 X1848
X924 X1849 X1850
X925 X1851 X1852
X926 X1853 X1854
X927 X1855 X1856
X928 X1857 X1858
X929 X1859 X1860
X930 X1861 X1862
X931 X1863 X1864
X932 X1865 X1866
X933 X1867 X1868
X934 X1869 X1870
X935 X1871 X1872
X936 X1873 X1874
X937 X1875 X1876
X938 X1877 X1878
X939 X1879 X1880
X940 X1881 X1882
X941 X1883 X1884
X942 X1885 X1886
X943 X1887 X1888
X944 X1889 X1890
X945 X1891 X1892
X946 X1893 X1894
X947 X1895 X1896
X948 X1897 X1898
X949 X1899 X1900
X950 X1901 X1902
X951 X1903 X1904
X952 X1905 X1906
X953 X1907 X1908
X954 X1909 X1910
X955 X1911 X1912
X956 X1913 X1914
X957 X1915 X1916
X958 X1917 X1918
X959 X1919 X1920
X960 X1921 X1922
X961 X1923 X1924
X962 X1925 X1926
X963 X1927 X1928
X964 X1929 X1930
X965 X1931 X1932
X966 X1933 X1934
X967 X1935 X1936
X968 X1937 X1938
X969 X1939 X1940
X970 X1941 X1942
X971 X1943 X1944
X972 X1945 X1946
X973 X1947 X1948
X974 X1949 X1950
X975 X1951 X1952
X976 X1953 X1954
X977 X1955 X1956
X978 X1957 X1958
X979 X1959 X1960
X980 X1961 X1962
X981 X1963 X1964
X982 X1965 X1966
X983 X1967 X1968
X984 X1969 X1970
X985 X1971 X1972
X986 X1973 X1974
X987 X1975 X1976
X988 X1977 X1978
X989 X1979 X1980
X990 X1981 X1982
X991 X1983 X1984
X992 X1985 X1986
X993 X1987 X1988
X994 X1989 X1990
X995 X1991 X1992
X996 X1993 X1994
X997 X1995 X1996
X998 X1997 X1998
X999 X1999 X2000
X1000 X2001 X2002
X1001 X2003 X2004
X1002 X2005 X2006
X1003 X2007 X2008
X1004 X2009 X2010
X1005 X2011 X2012
X1006 X2013 X2014
X1007 X2015 X2016
X1008 X2017 X2018
X1009 X2019 X2020
X1010 X2021 X2022
X1011 X2023 X2024
X1012 X2025 X2026
X1013 X2027 X2028
X1014 X2029 X2030
X1015 X2031 X2032
X1016 X2033 X2034
X1017 X2035 X2036
X1018 X2037 X2038
X1019 X2039 X2040
X1020 X2041 X2042
X1021 X2043 X2044
X1022 X2045 X2046
X1023 53 57
X1024 56 62
X1025 56 60
X1026 61 68
X1027 56 57
X1028 57 61
X1029 57 64
X1030 64 73
X1031 58 67
X1032 63 64
X1033 64 66
X1034 67 77
X1035 62 67
X1036 72 72
X1037 68 72
X1038 74 75
X1039 56 58
X1040 63 67
X1041 64 68
X1042 66 66
X1043 55 64
X1044 62 73
X1045 63 72
X1046 69 76
X1047 61 61
X1048 65 68
X1049 65 71
X1050 67 71
X1051 70 71
X1052 73 74
X1053 67 78
X1054 79 83
X1055 64 71
X1056 71 76
X1057 64 75
X1058 75 77
X1059 63 68
X1060 72 74
X1061 66 74
X1062 74 84
X1063 59 66
X1064 63 71
X1065 72 77
X1066 71 78
X1067 74 75
X1068 75 78
X1069 76 77
X1070 82 92
X1071 70 78
X1072 81 83
X1073 73 74
X1074 83 87
X1075 69 75
X1076 74 82
X1077 78 90
X1078 82 87
X1079 65 72
X1080 75 79
X1081 81 84
X1082 83 83
X1083 71 80
X1084 76 85
X1085 81 87
X1086 82 90
X1087 60 64
X1088 61 67
X1089 65 67
X1090 74 78
X1091 64 64
X1092 66 70
X1093 62 69
X1094 69 75
X1095 64 73
X1096 70 75
X1097 74 77
X1098 71 82
X1099 78 78
X1100 77 88
X1101 82 82
X1102 83 96
X1103 70 79
X1104 70 80
X1105 79 79
X1106 77 87
X1107 69 71
X1108 81 82
X1109 71 78
X1110 86 86
X1111 73 80
X1112 76 77
X1113 82 88
X1114 90 90
X1115 84 84
X1116 87 99
X1117 93 102
X1118 101 101
X1119 72 72
X1120 73 82
X1121 74 80
X1122 82 91
X1123 73 78
X1124 85 86
X1125 80 82
X1126 80 85
X1127 76 77
X1128 83 86
X1129 81 89
X1130 82 95
X1131 87 94
X1132 95 97
X1133 88 89
X1134 93 106
X1135 66 72
X1136 71 82
X1137 75 82
X1138 82 92
X1139 80 89
X1140 86 91
X1141 81 88
X1142 89 101
X1143 84 87
X1144 87 87
X1145 89 99
X1146 100 100
X1147 93 100
X1148 99 107
X1149 96 103
X1150 109 109
X1151 55 58
X1152 66 66
X1153 66 74
X1154 71 71
X1155 66 72
X1156 67 71
X1157 70 78
X1158 80 83
X1159 69 77
X1160 71 79
X1161 70 72
X1162 80 84
X1163 71 76
X1164 78 80
X1165 84 85
X1166 85 94
X1167 70 76
X1168 82 85
X1169 76 87
X1170 86 88
X1171 69 80
X1172 76 85
X1173 81 85
X1174 89 96
X1175 70 74
X1176 78 78
X1177 85 89
X1178 88 89
X1179 87 95
X1180 90 93
X1181 83 95
X1182 96 103
X1183 68 68
X1184 70 81
X1185 71 73
X1186 68 76
X1187 72 77
X1188 84 87
X1189 74 80
X1190 84 85
X1191 74 74
X1192 71 77
X1193 72 78
X1194 76 87
X1195 70 74
X1196 72 83
X1197 86 89
X1198 85 90
X1199 73 81
X1200 78 85
X1201 72 83
X1202 88 90
X1203 76 87
X1204 87 101
X1205 84 99
X1206 92 96
X1207 89 90
X1208 89 94
X1209 84 93
X1210 100 105
X1211 80 90
X1212 90 103
X1213 92 105
X1214 102 108
X1215 66 68
X1216 74 77
X1217 73 83
X1218 83 83
X1219 64 72
X1220 76 82
X1221 77 80
X1222 76 83
X1223 73 82
X1224 75 84
X1225 75 76
X1226 78 88
X1227 66 74
X1228 77 85
X1229 79 88
X1230 82 85
X1231 68 70
X1232 67 75
X1233 69 72
X1234 74 83
X1235 70 70
X1236 75 85
X1237 84 84
X1238 84 85
X1239 80 81
X1240 86 99
X1241 80 85
X1242 90 99
X1243 77 82
X1244 81 85
X1245 87 95
X1246 92 103
X1247 64 69
X1248 69 79
X1249 74 82
X1250 75 84
X1251 75 85
X1252 81 84
X1253 81 94
X1254 88 101
X1255 82 83
X1256 79 88
X1257 83 84
X1258 88 102
X1259 90 95
X1260 89 97
X1261 83 94
X1262 92 104
X1263 78 82
X1264 79 90
X1265 78 87
X1266 87 101
X1267 81 90
X1268 86 89
X1269 83 91
X1270 88 98
X1271 75 81
X1272 81 92
X1273 81 89
X1274 95 100
X1275 87 96
X1276 92 94
X1277 90 97
X1278 99 103
X1279 58 64
X1280 67 67
X1281 68 76
X1282 68 76
X1283 59 68
X1284 68 77
X1285 66 73
X1286 75 77
X1287 60 69
X1288 69 77
X1289 73 81
X1290 82 84
X1291 73 77
X1292 81 81
X1293 82 83
X1294 88 96
X1295 72 75
X1296 69 79
X1297 77 80
X1298 88 90
X1299 73 83
X1300 77 86
X1301 74 81
X1302 80 91
X1303 65 76
X1304 74 85
X1305 72 82
X1306 81 86
X1307 77 80
X1308 77 84
X1309 74 87
X1310 82 95
X1311 68 74
X1312 79 83
X1313 72 78
X1314 77 77
X1315 74 83
X1316 85 91
X1317 83 91
X1318 97 99
X1319 79 79
X1320 85 89
X1321 78 83
X1322 87 91
X1323 81 89
X1324 94 102
X1325 91 98
X1326 101 104
X1327 66 74
X1328 78 78
X1329 82 90
X1330 82 92
X1331 82 90
X1332 90 93
X1333 83 95
X1334 86 93
X1335 70 81
X1336 85 87
X1337 79 84
X1338 91 98
X1339 83 84
X1340 88 101
X1341 94 104
X1342 93 107
X1343 65 67
X1344 73 82
X1345 72 80
X1346 82 82
X1347 80 89
X1348 86 91
X1349 83 91
X1350 84 90
X1351 85 88
X1352 84 94
X1353 82 92
X1354 83 96
X1355 85 90
X1356 88 90
X1357 88 94
X1358 86 99
X1359 80 82
X1360 80 93
X1361 93 97
X1362 88 102
X1363 91 94
X1364 87 99
X1365 92 92
X1366 97 106
X1367 84 87
X1368 96 101
X1369 90 92
X1370 101 107
X1371 88 89
X1372 93 104
X1373 98 101
X1374 99 103
X1375 74 74
X1376 78 87
X1377 77 85
X1378 82 88
X1379 86 89
X1380 86 94
X1381 86 90
X1382 94 100
X1383 73 79
X1384 85 90
X1385 82 86
X1386 97 100
X1387 85 91
X1388 91 94
X1389 86 99
X1390 92 101
X1391 82 89
X1392 96 97
X1393 97 105
X1394 103 105
X1395 89 102
X1396 92 102
X1397 92 92
X1398 102 104
X1399 80 93
X1400 94 104
X1401 92 104
X1402 104 121
X1403 95 99
X1404 108 114
X1405 106 113
X1406 118 121
X1407 73 73
X1408 72 78
X1409 68 74
X1410 81 81
X1411 73 83
X1412 87 95
X1413 82 87
X1414 89 93
X1415 76 78
X1416 88 89
X1417 83 93
X1418 89 100
X1419 87 92
X1420 91 99
X1421 91 94
X1422 104 110
X1423 78 84
X1424 79 92
X1425 77 88
X1426 81 87
X1427 70 78
X1428 78 88
X1429 79 89
X1430 95 98
X1431 77 86
X1432 89 95
X1433 80 88
X1434 95 100
X1435 82 88
X1436 87 96
X1437 96 96
X1438 106 110
X1439 81 89
X1440 87 96
X1441 88 90
X1442 93 97
X1443 83 91
X1444 86 90
X1445 93 103
X1446 94 102
X1447 91 100
X1448 93 101
X1449 86 100
X1450 92 107
X1451 96 111
X1452 118 123
X1453 103 109
X1454 114 122
X1455 86 87
X1456 83 92
X1457 90 101
X1458 90 103
X1459 92 93
X1460 95 108
X1461 94 102
X1462 105 105
X1463 91 104
X1464 96 102
X1465 96 105
X1466 99 111
X1467 102 106
X1468 110 116
X1469 101 111
X1470 111 111
X1471 79 83
X1472 84 87
X1473 78 83
X1474 85 91
X1475 85 86
X1476 88 93
X1477 85 89
X1478 91 101
X1479 82 84
X1480 78 90
X1481 77 85
X1482 89 99
X1483 79 88
X1484 93 96
X1485 98 108
X1486 101 109
